geoid_o,geoid_d,month_year,visitor_flows,pop_flows,date_range
25025010600,25025010702,2021-03,62,2080.0,03/01/21 - 03/07/21
25025010600,25025010702,2021-04,102,3529.0,04/05/21 - 04/11/21
25025010600,25025010702,2021-05,160,5258.0,05/03/21 - 05/09/21
25025010600,25025010702,2021-06,65,2653.0,06/07/21 - 06/13/21
25025010600,25025010702,2021-07,105,3796.0,07/05/21 - 07/11/21
25025010600,25025010702,2021-08,161,5718.0,08/02/21 - 08/08/21
25025010600,25025010702,2021-09,168,4499.0,09/06/21 - 09/12/21
25025010600,25025010702,2021-10,252,4512.0,10/04/21 - 10/10/21
25025010600,25025010702,2021-11,328,5005.0,11/01/21 - 11/07/21
25025010600,25025010702,2021-12,124,1759.0,12/06/21 - 12/12/21
25025010600,25025010801,2021-03,13,421.0,03/15/21 - 03/21/21
25025010600,25025010801,2021-04,8,299.0,04/12/21 - 04/18/21
25025010600,25025010801,2021-05,20,609.0,05/10/21 - 05/16/21
25025010600,25025010801,2021-10,11,185.0,10/18/21 - 10/24/21
25025010600,25025010802,2021-01,8,220.0,01/04/21 - 01/10/21
25025010600,25025010802,2021-04,12,417.0,04/05/21 - 04/11/21
25025010600,25025010802,2021-05,12,405.0,05/03/21 - 05/09/21
25025010600,25025010802,2021-10,27,513.0,10/04/21 - 10/10/21
25025010600,25025010802,2021-11,17,275.0,11/01/21 - 11/07/21
25025010600,25025020101,2021-02,14,486.0,02/01/21 - 02/07/21
25025010600,25025020101,2021-03,8,283.0,03/01/21 - 03/07/21
25025010600,25025020101,2021-04,12,417.0,04/05/21 - 04/11/21
25025010600,25025020101,2021-05,20,695.0,05/03/21 - 05/09/21
25025010600,25025020101,2021-07,14,520.0,07/05/21 - 07/11/21
25025010600,25025020101,2021-08,16,585.0,08/02/21 - 08/08/21
25025010600,25025020101,2021-09,8,236.0,09/06/21 - 09/12/21
25025010600,25025020101,2021-10,28,499.0,10/04/21 - 10/10/21
25025010600,25025020101,2021-11,27,438.0,11/01/21 - 11/07/21
25025010600,25025020101,2021-12,18,254.0,12/06/21 - 12/12/21
25025010600,25025020200,2021-09,8,207.0,09/13/21 - 09/19/21
25025010600,25025020200,2021-11,8,120.0,11/08/21 - 11/14/21
25025010600,25025020301,2021-01,88,2433.0,01/04/21 - 01/10/21
25025010600,25025020301,2021-02,70,2270.0,02/01/21 - 02/07/21
25025010600,25025020301,2021-03,84,2781.0,03/01/21 - 03/07/21
25025010600,25025020301,2021-04,51,1659.0,04/05/21 - 04/11/21
25025010600,25025020301,2021-05,49,1657.0,05/03/21 - 05/09/21
25025010600,25025020301,2021-06,8,300.0,06/21/21 - 06/27/21
25025010600,25025020301,2021-07,20,748.0,07/05/21 - 07/11/21
25025010600,25025020301,2021-08,24,892.0,08/16/21 - 08/22/21
25025010600,25025020301,2021-10,10,169.0,10/11/21 - 10/17/21
25025010600,25025020301,2021-11,61,918.0,11/08/21 - 11/14/21
25025010600,25025020301,2021-12,12,177.0,12/13/21 - 12/19/21
25025010600,25025030100,2021-12,12,171.0,12/06/21 - 12/12/21
25025010600,25025030400,2021-01,8,223.0,01/11/21 - 01/17/21
25025010600,25025030400,2021-07,16,599.0,07/12/21 - 07/18/21
25025010600,25025030400,2021-08,16,545.0,08/09/21 - 08/15/21
25025010600,25025030400,2021-09,12,324.0,09/06/21 - 09/12/21
25025010600,25025030400,2021-10,60,1030.0,10/04/21 - 10/10/21
25025010600,25025030400,2021-11,20,292.0,11/15/21 - 11/21/21
25025010600,25025030400,2021-12,16,227.0,12/06/21 - 12/12/21
25025010600,25025030500,2021-05,12,411.0,05/03/21 - 05/09/21
25025010600,25025040100,2021-08,8,289.0,08/23/21 - 08/29/21
25025010600,25025040100,2021-09,8,236.0,09/06/21 - 09/12/21
25025010600,25025040100,2021-12,8,117.0,12/13/21 - 12/19/21
25025010600,25025040401,2021-04,8,285.0,04/19/21 - 04/25/21
25025010600,25025050200,2021-02,12,388.0,02/01/21 - 02/07/21
25025010600,25025050600,2021-04,8,240.0,04/05/21 - 04/11/21
25025010600,25025051000,2021-03,8,274.0,03/01/21 - 03/07/21
25025010600,25025051200,2021-04,8,285.0,04/19/21 - 04/25/21
25025010600,25025051200,2021-05,8,283.0,05/03/21 - 05/09/21
25025010600,25025060301,2021-09,8,207.0,09/13/21 - 09/19/21
25025010600,25025060501,2021-02,8,245.0,02/08/21 - 02/14/21
25025010600,25025060501,2021-07,20,730.0,07/05/21 - 07/11/21
25025010600,25025060501,2021-10,16,267.0,10/11/21 - 10/17/21
25025010600,25025060501,2021-11,17,247.0,11/08/21 - 11/14/21
25025010600,25025060501,2021-12,16,239.0,12/13/21 - 12/19/21
25025010600,25025060800,2021-05,8,243.0,05/10/21 - 05/16/21
25025010600,25025070402,2021-01,8,201.0,01/04/21 - 01/10/21
25025010600,25025070402,2021-04,13,407.0,04/05/21 - 04/11/21
25025010600,25025070402,2021-06,20,795.0,06/07/21 - 06/13/21
25025010600,25025070402,2021-07,22,777.0,07/05/21 - 07/11/21
25025010600,25025070402,2021-08,12,427.0,08/23/21 - 08/29/21
25025010600,25025070402,2021-09,21,538.0,09/06/21 - 09/12/21
25025010600,25025070402,2021-10,12,201.0,10/18/21 - 10/24/21
25025010600,25025070402,2021-12,20,291.0,12/13/21 - 12/19/21
25025010600,25025070600,2021-01,16,427.0,01/11/21 - 01/17/21
25025010600,25025070600,2021-02,12,400.0,02/01/21 - 02/07/21
25025010600,25025070600,2021-03,33,1124.0,03/01/21 - 03/07/21
25025010600,25025070600,2021-04,16,517.0,04/12/21 - 04/18/21
25025010600,25025070600,2021-05,33,1067.0,05/03/21 - 05/09/21
25025010600,25025070600,2021-06,20,746.0,06/07/21 - 06/13/21
25025010600,25025070600,2021-07,8,287.0,07/05/21 - 07/11/21
25025010600,25025070600,2021-08,12,405.0,08/02/21 - 08/08/21
25025010600,25025070600,2021-09,28,775.0,09/06/21 - 09/12/21
25025010600,25025070600,2021-10,28,529.0,10/04/21 - 10/10/21
25025010600,25025070600,2021-11,29,457.0,11/01/21 - 11/07/21
25025010600,25025070600,2021-12,12,174.0,12/13/21 - 12/19/21
25025010600,25025070700,2021-01,33,936.0,01/04/21 - 01/10/21
25025010600,25025070700,2021-02,24,766.0,02/01/21 - 02/07/21
25025010600,25025070700,2021-03,32,1088.0,03/01/21 - 03/07/21
25025010600,25025070700,2021-04,21,703.0,04/05/21 - 04/11/21
25025010600,25025070700,2021-05,35,1204.0,05/03/21 - 05/09/21
25025010600,25025070700,2021-06,25,1033.0,06/07/21 - 06/13/21
25025010600,25025070700,2021-07,21,796.0,07/05/21 - 07/11/21
25025010600,25025070700,2021-08,47,1625.0,08/02/21 - 08/08/21
25025010600,25025070700,2021-09,41,1060.0,09/13/21 - 09/19/21
25025010600,25025070700,2021-10,78,1420.0,10/04/21 - 10/10/21
25025010600,25025070700,2021-11,58,839.0,11/01/21 - 11/07/21
25025010600,25025070700,2021-12,20,290.0,12/06/21 - 12/12/21
25025010600,25025071101,2021-05,8,289.0,05/03/21 - 05/09/21
25025010600,25025071101,2021-07,28,1014.0,07/05/21 - 07/11/21
25025010600,25025071101,2021-08,28,1018.0,08/09/21 - 08/15/21
25025010600,25025071101,2021-11,20,291.0,11/01/21 - 11/07/21
25025010600,25025071101,2021-12,12,177.0,12/13/21 - 12/19/21
25025010600,25025071201,2021-01,16,427.0,01/11/21 - 01/17/21
25025010600,25025071201,2021-04,8,281.0,04/05/21 - 04/11/21
25025010600,25025071201,2021-05,12,360.0,05/17/21 - 05/23/21
25025010600,25025071201,2021-07,16,550.0,07/05/21 - 07/11/21
25025010600,25025071201,2021-08,12,405.0,08/02/21 - 08/08/21
25025010600,25025071201,2021-10,12,263.0,10/04/21 - 10/10/21
25025010600,25025071201,2021-11,24,363.0,11/08/21 - 11/14/21
25025010600,25025071201,2021-12,12,176.0,12/06/21 - 12/12/21
25025010600,25025080100,2021-01,12,320.0,01/04/21 - 01/10/21
25025010600,25025080100,2021-11,8,105.0,11/22/21 - 11/28/21
25025010600,25025080401,2021-10,8,163.0,10/04/21 - 10/10/21
25025010600,25025080401,2021-11,8,116.0,11/15/21 - 11/21/21
25025010600,25025080500,2021-08,11,390.0,08/02/21 - 08/08/21
25025010600,25025080500,2021-10,16,297.0,10/04/21 - 10/10/21
25025010600,25025080500,2021-11,12,174.0,11/01/21 - 11/07/21
25025010600,25025080500,2021-12,8,117.0,12/13/21 - 12/19/21
25025010600,25025080601,2021-01,55,1601.0,01/11/21 - 01/17/21
25025010600,25025080601,2021-03,13,430.0,03/08/21 - 03/14/21
25025010600,25025080601,2021-04,8,285.0,04/19/21 - 04/25/21
25025010600,25025080601,2021-09,270,7145.0,09/06/21 - 09/12/21
25025010600,25025080601,2021-10,688,12954.0,10/04/21 - 10/10/21
25025010600,25025080601,2021-11,704,11071.0,11/01/21 - 11/07/21
25025010600,25025080601,2021-12,189,2664.0,12/06/21 - 12/12/21
25025010600,25025080801,2021-03,8,283.0,03/01/21 - 03/07/21
25025010600,25025080900,2021-05,8,296.0,05/03/21 - 05/09/21
25025010600,25025080900,2021-09,10,295.0,09/06/21 - 09/12/21
25025010600,25025080900,2021-10,20,394.0,10/04/21 - 10/10/21
25025010600,25025080900,2021-11,25,404.0,11/01/21 - 11/07/21
25025010600,25025081001,2021-01,16,403.0,01/04/21 - 01/10/21
25025010600,25025081001,2021-02,69,2321.0,02/01/21 - 02/07/21
25025010600,25025081001,2021-03,57,1925.0,03/01/21 - 03/07/21
25025010600,25025081001,2021-04,66,2260.0,04/05/21 - 04/11/21
25025010600,25025081001,2021-05,47,1482.0,05/03/21 - 05/09/21
25025010600,25025081001,2021-06,8,335.0,06/07/21 - 06/13/21
25025010600,25025081001,2021-08,21,730.0,08/16/21 - 08/22/21
25025010600,25025081001,2021-09,16,430.0,09/06/21 - 09/12/21
25025010600,25025081001,2021-10,43,753.0,10/04/21 - 10/10/21
25025010600,25025081001,2021-11,24,400.0,11/01/21 - 11/07/21
25025010600,25025081001,2021-12,24,340.0,12/06/21 - 12/12/21
25025010600,25025081400,2021-10,41,724.0,10/04/21 - 10/10/21
25025010600,25025081400,2021-11,16,248.0,11/01/21 - 11/07/21
25025010600,25025081900,2021-04,8,258.0,04/12/21 - 04/18/21
25025010600,25025090700,2021-01,12,341.0,01/04/21 - 01/10/21
25025010600,25025090700,2021-04,17,584.0,04/12/21 - 04/18/21
25025010600,25025090700,2021-05,24,869.0,05/03/21 - 05/09/21
25025010600,25025090700,2021-08,46,1576.0,08/02/21 - 08/08/21
25025010600,25025090700,2021-09,24,701.0,09/06/21 - 09/12/21
25025010600,25025090700,2021-10,45,821.0,10/04/21 - 10/10/21
25025010600,25025090700,2021-11,28,447.0,11/01/21 - 11/07/21
25025010600,25025090700,2021-12,35,512.0,12/06/21 - 12/12/21
25025010600,25025091500,2021-05,8,238.0,05/17/21 - 05/23/21
25025010600,25025092101,2021-12,15,210.0,12/06/21 - 12/12/21
25025010600,25025100601,2021-03,8,268.0,03/22/21 - 03/28/21
25025010600,25025100601,2021-04,17,577.0,04/05/21 - 04/11/21
25025010600,25025100601,2021-05,8,296.0,05/03/21 - 05/09/21
25025010600,25025100601,2021-10,8,165.0,10/04/21 - 10/10/21
25025010600,25025100601,2021-11,8,123.0,11/01/21 - 11/07/21
25025010600,25025120500,2021-01,20,550.0,01/04/21 - 01/10/21
25025010600,25025120500,2021-02,8,245.0,02/08/21 - 02/14/21
25025010600,25025120500,2021-09,13,331.0,09/13/21 - 09/19/21
25025010600,25025120500,2021-10,45,801.0,10/04/21 - 10/10/21
25025010600,25025120500,2021-11,63,980.0,11/01/21 - 11/07/21
25025010600,25025120500,2021-12,29,407.0,12/06/21 - 12/12/21
25025010600,25025140107,2021-07,11,372.0,07/19/21 - 07/25/21
25025010600,25025980300,2021-04,8,258.0,04/12/21 - 04/18/21
25025010600,25025980300,2021-08,21,714.0,08/02/21 - 08/08/21
25025010600,25025980700,2021-08,8,282.0,08/02/21 - 08/08/21
25025010600,25025981201,2021-05,14,446.0,05/10/21 - 05/16/21
25025010600,25025981300,2021-01,56,1534.0,01/04/21 - 01/10/21
25025010600,25025981300,2021-02,18,569.0,02/01/21 - 02/07/21
25025010600,25025981300,2021-03,42,1414.0,03/01/21 - 03/07/21
25025010600,25025981300,2021-04,24,828.0,04/12/21 - 04/18/21
25025010600,25025981300,2021-05,62,2050.0,05/03/21 - 05/09/21
25025010600,25025981300,2021-06,34,1430.0,06/14/21 - 06/20/21
25025010600,25025981300,2021-07,34,1155.0,07/19/21 - 07/25/21
25025010600,25025981300,2021-08,138,4809.0,08/02/21 - 08/08/21
25025010600,25025981300,2021-09,106,2939.0,09/06/21 - 09/12/21
25025010600,25025981300,2021-10,175,3209.0,10/04/21 - 10/10/21
25025010600,25025981300,2021-11,311,4545.0,11/01/21 - 11/07/21
25025010600,25025981300,2021-12,235,3406.0,12/06/21 - 12/12/21
25025010600,25025981501,2021-03,21,696.0,03/01/21 - 03/07/21
25025010600,25025981501,2021-04,27,922.0,04/05/21 - 04/11/21
25025010600,25025981501,2021-05,24,752.0,05/10/21 - 05/16/21
25025010600,25025981501,2021-06,8,305.0,06/14/21 - 06/20/21
25025010600,25025981501,2021-07,20,713.0,07/05/21 - 07/11/21
25025010600,25025981501,2021-08,24,860.0,08/16/21 - 08/22/21
25025010600,25025981501,2021-09,66,1755.0,09/06/21 - 09/12/21
25025010600,25025981501,2021-10,77,1423.0,10/04/21 - 10/10/21
25025010600,25025981501,2021-11,70,1107.0,11/01/21 - 11/07/21
25025010600,25025981501,2021-12,30,426.0,12/06/21 - 12/12/21
25025010600,25025981700,2021-01,12,341.0,01/04/21 - 01/10/21
25025010600,25025981700,2021-03,8,255.0,03/08/21 - 03/14/21
25025010600,25025981700,2021-04,16,525.0,04/05/21 - 04/11/21
25025010600,25025981700,2021-05,18,538.0,05/17/21 - 05/23/21
25025010600,25025981700,2021-06,20,822.0,06/07/21 - 06/13/21
25025010600,25025981700,2021-07,20,730.0,07/05/21 - 07/11/21
25025010600,25025981700,2021-08,24,820.0,08/02/21 - 08/08/21
25025010600,25025981700,2021-09,33,868.0,09/06/21 - 09/12/21
25025010600,25025981700,2021-10,28,496.0,10/04/21 - 10/10/21
25025010600,25025981700,2021-11,35,544.0,11/01/21 - 11/07/21
25025010600,25025981700,2021-12,43,621.0,12/06/21 - 12/12/21
25025010701,25025000502,2021-09,18,1063.0,09/13/21 - 09/19/21
25025010701,25025010103,2021-04,13,922.0,04/05/21 - 04/11/21
25025010701,25025010104,2021-03,17,1224.0,03/01/21 - 03/07/21
25025010701,25025010104,2021-05,12,984.0,05/03/21 - 05/09/21
25025010701,25025010104,2021-07,8,605.0,07/19/21 - 07/25/21
25025010701,25025010104,2021-08,14,873.0,08/09/21 - 08/15/21
25025010701,25025010104,2021-11,12,483.0,11/01/21 - 11/07/21
25025010701,25025010104,2021-12,9,339.0,12/06/21 - 12/12/21
25025010701,25025010204,2021-08,12,798.0,08/02/21 - 08/08/21
25025010701,25025010204,2021-10,16,732.0,10/18/21 - 10/24/21
25025010701,25025010204,2021-11,21,762.0,11/15/21 - 11/21/21
25025010701,25025010300,2021-03,8,573.0,03/08/21 - 03/14/21
25025010701,25025010300,2021-05,20,1550.0,05/03/21 - 05/09/21
25025010701,25025010300,2021-09,12,742.0,09/13/21 - 09/19/21
25025010701,25025010300,2021-10,16,811.0,10/04/21 - 10/10/21
25025010701,25025010300,2021-11,24,854.0,11/01/21 - 11/07/21
25025010701,25025010403,2021-02,8,654.0,02/08/21 - 02/14/21
25025010701,25025010403,2021-03,8,595.0,03/15/21 - 03/21/21
25025010701,25025010403,2021-04,12,820.0,04/05/21 - 04/11/21
25025010701,25025010403,2021-05,22,1295.0,05/10/21 - 05/16/21
25025010701,25025010403,2021-08,40,2945.0,08/02/21 - 08/08/21
25025010701,25025010403,2021-09,45,2724.0,09/06/21 - 09/12/21
25025010701,25025010403,2021-10,179,8786.0,10/04/21 - 10/10/21
25025010701,25025010403,2021-11,132,5135.0,11/01/21 - 11/07/21
25025010701,25025010403,2021-12,45,1755.0,12/06/21 - 12/12/21
25025010701,25025010405,2021-03,12,875.0,03/15/21 - 03/21/21
25025010701,25025010405,2021-05,11,760.0,05/03/21 - 05/09/21
25025010701,25025010405,2021-09,40,2360.0,09/06/21 - 09/12/21
25025010701,25025010405,2021-10,52,2554.0,10/04/21 - 10/10/21
25025010701,25025010405,2021-11,72,2826.0,11/01/21 - 11/07/21
25025010701,25025010405,2021-12,38,1468.0,12/06/21 - 12/12/21
25025010701,25025010500,2021-01,17,1333.0,01/04/21 - 01/10/21
25025010701,25025010500,2021-02,8,595.0,02/01/21 - 02/07/21
25025010701,25025010500,2021-05,36,2441.0,05/03/21 - 05/09/21
25025010701,25025010500,2021-06,32,2268.0,06/07/21 - 06/13/21
25025010701,25025010500,2021-07,36,2250.0,07/05/21 - 07/11/21
25025010701,25025010500,2021-08,28,1885.0,08/02/21 - 08/08/21
25025010701,25025010500,2021-09,49,2963.0,09/06/21 - 09/12/21
25025010701,25025010500,2021-10,144,7049.0,10/04/21 - 10/10/21
25025010701,25025010500,2021-11,166,6319.0,11/01/21 - 11/07/21
25025010701,25025010500,2021-12,71,2801.0,12/06/21 - 12/12/21
25025010701,25025010600,2021-01,37,2992.0,01/04/21 - 01/10/21
25025010701,25025010600,2021-02,68,5372.0,02/01/21 - 02/07/21
25025010701,25025010600,2021-03,85,5992.0,03/01/21 - 03/07/21
25025010701,25025010600,2021-04,50,3744.0,04/05/21 - 04/11/21
25025010701,25025010600,2021-05,81,5496.0,05/03/21 - 05/09/21
25025010701,25025010600,2021-06,65,4815.0,06/07/21 - 06/13/21
25025010701,25025010600,2021-07,45,3105.0,07/05/21 - 07/11/21
25025010701,25025010600,2021-08,85,6251.0,08/02/21 - 08/08/21
25025010701,25025010600,2021-09,81,4853.0,09/06/21 - 09/12/21
25025010701,25025010600,2021-10,125,6079.0,10/04/21 - 10/10/21
25025010701,25025010600,2021-11,226,8518.0,11/01/21 - 11/07/21
25025010701,25025010600,2021-12,59,2382.0,12/06/21 - 12/12/21
25025010701,25025010701,2021-01,28,2203.0,01/04/21 - 01/10/21
25025010701,25025010701,2021-02,58,4334.0,02/01/21 - 02/07/21
25025010701,25025010701,2021-03,72,5132.0,03/01/21 - 03/07/21
25025010701,25025010701,2021-04,56,4503.0,04/05/21 - 04/11/21
25025010701,25025010701,2021-05,79,4918.0,05/03/21 - 05/09/21
25025010701,25025010701,2021-06,61,4328.0,06/07/21 - 06/13/21
25025010701,25025010701,2021-07,97,6580.0,07/05/21 - 07/11/21
25025010701,25025010701,2021-08,96,6708.0,08/02/21 - 08/08/21
25025010701,25025010701,2021-09,165,10207.0,09/06/21 - 09/12/21
25025010701,25025010701,2021-10,312,15625.0,10/04/21 - 10/10/21
25025010701,25025010701,2021-11,260,9959.0,11/01/21 - 11/07/21
25025010701,25025010701,2021-12,125,4910.0,12/06/21 - 12/12/21
25025010701,25025010702,2021-01,8,709.0,01/11/21 - 01/17/21
25025010701,25025010702,2021-02,8,661.0,02/01/21 - 02/07/21
25025010701,25025010702,2021-03,12,826.0,03/01/21 - 03/07/21
25025010701,25025010702,2021-04,12,846.0,04/05/21 - 04/11/21
25025010701,25025010702,2021-05,35,2533.0,05/03/21 - 05/09/21
25025010701,25025010702,2021-06,28,1977.0,06/07/21 - 06/13/21
25025010701,25025010702,2021-07,30,1989.0,07/05/21 - 07/11/21
25025010701,25025010702,2021-08,32,2327.0,08/09/21 - 08/15/21
25025010701,25025010702,2021-09,28,1654.0,09/13/21 - 09/19/21
25025010701,25025010702,2021-10,80,3912.0,10/04/21 - 10/10/21
25025010701,25025010702,2021-11,72,2761.0,11/01/21 - 11/07/21
25025010701,25025010702,2021-12,40,1554.0,12/06/21 - 12/12/21
25025010701,25025010802,2021-05,16,891.0,05/17/21 - 05/23/21
25025010701,25025010802,2021-11,12,483.0,11/01/21 - 11/07/21
25025010701,25025020101,2021-03,8,573.0,03/08/21 - 03/14/21
25025010701,25025020101,2021-04,8,545.0,04/05/21 - 04/11/21
25025010701,25025020101,2021-06,10,684.0,06/21/21 - 06/27/21
25025010701,25025020101,2021-08,8,544.0,08/16/21 - 08/22/21
25025010701,25025020101,2021-10,12,543.0,10/18/21 - 10/24/21
25025010701,25025020301,2021-01,12,981.0,01/04/21 - 01/10/21
25025010701,25025020301,2021-02,29,2108.0,02/15/21 - 02/21/21
25025010701,25025020301,2021-05,16,891.0,05/17/21 - 05/23/21
25025010701,25025020301,2021-06,25,1817.0,06/07/21 - 06/13/21
25025010701,25025020301,2021-08,16,1111.0,08/02/21 - 08/08/21
25025010701,25025020301,2021-11,8,300.0,11/08/21 - 11/14/21
25025010701,25025020302,2021-12,16,651.0,12/06/21 - 12/12/21
25025010701,25025030100,2021-11,8,277.0,11/15/21 - 11/21/21
25025010701,25025030400,2021-05,8,651.0,05/03/21 - 05/09/21
25025010701,25025030400,2021-10,12,622.0,10/04/21 - 10/10/21
25025010701,25025040300,2021-09,9,583.0,09/06/21 - 09/12/21
25025010701,25025040801,2021-11,12,418.0,11/08/21 - 11/14/21
25025010701,25025050101,2021-10,8,400.0,10/04/21 - 10/10/21
25025010701,25025050300,2021-03,8,545.0,03/01/21 - 03/07/21
25025010701,25025060501,2021-07,8,605.0,07/19/21 - 07/25/21
25025010701,25025060501,2021-08,8,544.0,08/16/21 - 08/22/21
25025010701,25025070402,2021-02,8,661.0,02/01/21 - 02/07/21
25025010701,25025070402,2021-03,8,545.0,03/01/21 - 03/07/21
25025010701,25025070402,2021-07,8,509.0,07/05/21 - 07/11/21
25025010701,25025070402,2021-10,12,623.0,10/04/21 - 10/10/21
25025010701,25025070402,2021-11,16,631.0,11/01/21 - 11/07/21
25025010701,25025070402,2021-12,12,465.0,12/06/21 - 12/12/21
25025010701,25025070700,2021-03,12,824.0,03/01/21 - 03/07/21
25025010701,25025070700,2021-04,8,619.0,04/05/21 - 04/11/21
25025010701,25025070700,2021-07,8,572.0,07/12/21 - 07/18/21
25025010701,25025070700,2021-08,13,866.0,08/02/21 - 08/08/21
25025010701,25025070700,2021-09,12,688.0,09/20/21 - 09/26/21
25025010701,25025070700,2021-11,16,556.0,11/15/21 - 11/21/21
25025010701,25025071101,2021-02,8,661.0,02/01/21 - 02/07/21
25025010701,25025071101,2021-04,8,646.0,04/19/21 - 04/25/21
25025010701,25025071101,2021-07,16,1081.0,07/05/21 - 07/11/21
25025010701,25025071101,2021-08,16,1092.0,08/02/21 - 08/08/21
25025010701,25025071101,2021-10,10,488.0,10/11/21 - 10/17/21
25025010701,25025071201,2021-06,8,622.0,06/07/21 - 06/13/21
25025010701,25025071201,2021-07,8,572.0,07/12/21 - 07/18/21
25025010701,25025071201,2021-10,16,742.0,10/11/21 - 10/17/21
25025010701,25025080601,2021-10,8,422.0,10/04/21 - 10/10/21
25025010701,25025080900,2021-09,8,491.0,09/13/21 - 09/19/21
25025010701,25025081001,2021-01,17,1332.0,01/04/21 - 01/10/21
25025010701,25025081001,2021-03,8,551.0,03/08/21 - 03/14/21
25025010701,25025081001,2021-04,18,1411.0,04/12/21 - 04/18/21
25025010701,25025081001,2021-05,12,762.0,05/10/21 - 05/16/21
25025010701,25025081001,2021-10,8,422.0,10/04/21 - 10/10/21
25025010701,25025081001,2021-11,8,323.0,11/01/21 - 11/07/21
25025010701,25025090200,2021-09,8,491.0,09/13/21 - 09/19/21
25025010701,25025090700,2021-04,8,587.0,04/12/21 - 04/18/21
25025010701,25025090700,2021-10,8,366.0,10/18/21 - 10/24/21
25025010701,25025090700,2021-12,12,454.0,12/06/21 - 12/12/21
25025010701,25025120104,2021-05,8,599.0,05/03/21 - 05/09/21
25025010701,25025120105,2021-05,8,428.0,05/17/21 - 05/23/21
25025010701,25025120700,2021-09,8,482.0,09/13/21 - 09/19/21
25025010701,25025981300,2021-05,16,961.0,05/10/21 - 05/16/21
25025010701,25025981300,2021-06,20,1351.0,06/14/21 - 06/20/21
25025010701,25025981300,2021-07,12,828.0,07/05/21 - 07/11/21
25025010701,25025981300,2021-08,30,2110.0,08/02/21 - 08/08/21
25025010701,25025981300,2021-09,16,1010.0,09/06/21 - 09/12/21
25025010701,25025981300,2021-10,8,422.0,10/04/21 - 10/10/21
25025010701,25025981300,2021-11,59,1971.0,11/08/21 - 11/14/21
25025010701,25025981300,2021-12,35,1398.0,12/06/21 - 12/12/21
25025010701,25025981501,2021-03,21,1514.0,03/15/21 - 03/21/21
25025010701,25025981501,2021-04,8,661.0,04/12/21 - 04/18/21
25025010701,25025981501,2021-05,23,1325.0,05/17/21 - 05/23/21
25025010701,25025981501,2021-06,16,1135.0,06/07/21 - 06/13/21
25025010701,25025981501,2021-07,16,1112.0,07/12/21 - 07/18/21
25025010701,25025981501,2021-08,28,1923.0,08/02/21 - 08/08/21
25025010701,25025981501,2021-09,30,1883.0,09/06/21 - 09/12/21
25025010701,25025981501,2021-10,48,2415.0,10/04/21 - 10/10/21
25025010701,25025981501,2021-11,26,972.0,11/01/21 - 11/07/21
25025010701,25025981501,2021-12,9,353.0,12/06/21 - 12/12/21
25025010701,25025981700,2021-03,12,811.0,03/01/21 - 03/07/21
25025010701,25025981700,2021-06,12,859.0,06/07/21 - 06/13/21
25025010701,25025981700,2021-09,13,798.0,09/13/21 - 09/19/21
25025010701,25025981700,2021-10,12,543.0,10/18/21 - 10/24/21
25025010701,25025981700,2021-11,16,572.0,11/01/21 - 11/07/21
25025010701,25025981700,2021-12,16,673.0,12/06/21 - 12/12/21
25025010702,25025000402,2021-07,85,565.0,07/05/21 - 07/11/21
25025010702,25025000402,2021-08,36,325.0,08/02/21 - 08/08/21
25025010702,25025000402,2021-09,25,230.0,09/06/21 - 09/12/21
25025010702,25025000402,2021-10,50,419.0,10/04/21 - 10/10/21
25025010702,25025000402,2021-11,64,566.0,11/01/21 - 11/07/21
25025010702,25025000402,2021-12,38,348.0,12/06/21 - 12/12/21
25025010702,25025000502,2021-01,8,121.0,01/18/21 - 01/24/21
25025010702,25025000502,2021-04,12,112.0,04/12/21 - 04/18/21
25025010702,25025000502,2021-05,8,72.0,05/10/21 - 05/16/21
25025010702,25025000502,2021-06,12,216.0,06/07/21 - 06/13/21
25025010702,25025000701,2021-08,8,79.0,08/23/21 - 08/29/21
25025010702,25025000703,2021-12,8,74.0,12/20/21 - 12/26/21
25025010702,25025010103,2021-09,12,121.0,09/06/21 - 09/12/21
25025010702,25025010103,2021-10,12,102.0,10/11/21 - 10/17/21
25025010702,25025010104,2021-01,16,222.0,01/04/21 - 01/10/21
25025010702,25025010104,2021-02,20,297.0,02/01/21 - 02/07/21
25025010702,25025010104,2021-04,20,200.0,04/12/21 - 04/18/21
25025010702,25025010104,2021-05,12,110.0,05/10/21 - 05/16/21
25025010702,25025010104,2021-09,24,229.0,09/06/21 - 09/12/21
25025010702,25025010104,2021-11,16,158.0,11/01/21 - 11/07/21
25025010702,25025010104,2021-12,13,118.0,12/13/21 - 12/19/21
25025010702,25025010204,2021-02,8,123.0,02/01/21 - 02/07/21
25025010702,25025010300,2021-04,12,134.0,04/12/21 - 04/18/21
25025010702,25025010403,2021-09,8,77.0,09/13/21 - 09/19/21
25025010702,25025010403,2021-10,16,124.0,10/11/21 - 10/17/21
25025010702,25025010403,2021-11,8,69.0,11/01/21 - 11/07/21
25025010702,25025010403,2021-12,8,73.0,12/06/21 - 12/12/21
25025010702,25025010404,2021-01,12,194.0,01/11/21 - 01/17/21
25025010702,25025010404,2021-03,12,158.0,03/08/21 - 03/14/21
25025010702,25025010404,2021-05,8,86.0,05/24/21 - 05/30/21
25025010702,25025010405,2021-03,8,137.0,03/01/21 - 03/07/21
